AGE,GENDER,CONDITION,ID,ID METRICS,RECALL,RECOGNITION,lesson,avg_RECALL,avg_RECOGNITION,apq11Shimmer,apq3Shimmer,apq5Shimmer,ddaShimmer,ddpJitter,HNR,localabsoluteJitter,localdbShimmer,localJitter,localShimmer,maxIntensity,maxPitch,meanF0Hz,meanIntensity,meanPitch,minIntensity,minPitch,ppq5Jitter,rapJitter,stdevF0Hz,type_of_feature
26,Male,2,Dekel/3,Dekel-3 Furhat,14%,100%,beer,,,0.09252149627,-0.08214205575,-0.3774965656,-0.08214205575,-0.4015952423,-0.1256202563,-0.1948431582,-0.2675118588,-0.3927833661,0.0256387987,0.1486034588,0.1549954203,-0.3294383101,-0.2408694988,0.1208853002,0.5659301752,0.3925309677,-0.2538703071,-0.4015952423,0.02898993662,convergence
24,Male,1,Masha10,Masha10-Human,14%,67%,beer,,,0.06618003288,-0.3471407037,-0.2021174135,-0.3471407037,-0.343132747,0.001805149057,-0.109531075,-0.4332186006,-0.1700486883,-0.5071304584,0.005975672909,-0.1813729996,-0.1971333207,-0.07707418315,-0.2858622415,0.02756622562,-0.1850075206,-0.2012392639,-0.343132747,-0.1121282685,convergence
60,Male,2,Sarah-2,Sarah-2 Furhat,9%,100%,beer,,,0.1715746033,0.1543762067,0.3602468731,0.1543762067,0.1979942067,0.1495416812,-0.06728395733,0.1405779038,0.2348421347,0.1938289846,0.4416155856,0.290029223,-0.09559584731,0.488211646,0.09522323797,-0.2560549615,0.2533390268,0.2409521042,0.1979942067,0.1890808491,convergence
24,Female,1,Masha8,Masha8-Human,5%,50%,beer,,,0.469263655,0.367382441,-0.03771284964,0.367382441,-0.1216474161,0.3283206601,-0.08248261618,0.2262697847,-0.4310802026,0.2122228155,0.09133873922,0.0251427245,0.3565996564,-0.2311608134,-0.06122505853,-0.01151081394,-0.2204370774,-0.02252540712,-0.1216474161,0.1978968109,convergence
25,Male,2,Sarah7,Sarah-7 Human,14%,100%,beer,,,0.08201355521,-0.2245362998,-0.2636070498,-0.2245362998,0.1911507286,0.2594828506,0.3659360385,0.1741233394,-0.07768285233,0.1569781868,0.3064569424,-0.3167493418,-0.3752003785,0.004154256695,-0.1651902998,-0.009221206893,-0.1205083277,-0.2007692483,0.1911507286,-0.150135151,convergence
26,Male,1,Nash-Dec 10 12:30- Human- Male,Nash-Dec 10 12_30- Human- Male,41%,83%,beer,,,0.1544821727,0.03926691835,0.07876763668,0.03926691835,-0.1781681636,0.2142714389,0.2837299207,0.02892802018,0.04710941124,0.03145884054,0.2304793839,-0.1866403818,-0.4401700336,-0.5430946746,-0.4687823343,-0.2871640525,-0.2235705266,-0.05676417756,-0.1781681636,-0.2542313886,convergence
23,Male,2,Masha5,Masha5-Robot,27%,83%,beer,,,0.1230107419,-0.5988667417,0.2451730782,-0.5988667417,-0.3851908066,-0.05330212224,-0.5024895091,-0.5176747771,-0.3448081339,-0.5825996601,-0.07037705469,0.07224067844,-0.4306227863,-0.05233752537,-0.3550546626,-0.291266031,-0.4822088187,-0.2303383215,-0.3851908066,-0.2049305815,convergence
27,Female,2,Sarah - 507 Furhat,Sarah - 507 Furhat,32%,67%,beer,,,0.02617331976,-0.1910789812,-0.1647141625,-0.1910789812,-0.00871258852,0.487306521,0.1505678035,0.03137180284,0.2242116038,-0.08354483823,0.122602598,0.3422550022,0.1523137842,0.02056894445,0.1580116681,0.4250793997,0.3077844848,0.1885773817,-0.00871258852,0.2827554531,convergence
24,Female,1,Sarah6,Sarah-6 Human,27%,83%,beer,,,0.2619948764,0.07381011826,-0.2451735566,0.07381011826,0.4136055415,-0.1778087313,0.1440007121,0.1199726596,0.2070518759,-0.03216604582,0.3454839408,0.07542907916,-0.1164071963,-0.1602338282,-0.2492504055,-0.2949164418,0.336049807,0.2156858085,0.4136055415,-0.3937149646,convergence
30,Male,1,Dekel-7,Dekel-7 Human,5%,83%,beer,,,0.08292351887,0.5153883043,-0.4478776441,0.5153883043,0.1075954562,0.2726468774,-0.2836828939,0.05423060533,-0.07917510223,0.03838735496,-0.01360106652,0.06603971486,-0.1571326657,-0.02421873881,-0.09805109421,-0.1563729618,0.2395940368,-0.1381821095,0.1075954562,0.2028657252,convergence
23,Male,2,Sarah12,Sarah-12 Furhat,27%,83%,beer,,,0.042665422,0.01131502085,0.1251548708,0.01131502085,0.2838026801,0.05607844655,0.4098662432,0.02530863707,0.2191669314,0.06857974632,0.3092749382,-0.2705937885,0.08319009602,0.2129116097,-0.1565991334,-0.2512119289,0.01927388232,0.2971278346,0.2838026801,-0.02975192364,convergence
24,Male,2,sarah10,Sarah-10 Furhat,14%,67%,beer,,,0.3578734334,0.02424537993,-0.01236699599,0.02424537993,0.05823170894,0.1180520213,0.1566758103,-0.3302527668,-0.01544802576,-0.3831939998,-0.1047849178,-0.04938508938,-0.1884500925,-0.03088322183,0.04404361797,-0.07972642579,-0.4943813318,0.3046520709,0.05823170894,0.03511899733,convergence
23,Female,2,Masha2,Masha2-Robot,32%,83%,beer,,,-0.02042511848,0.243645318,0.1407643832,0.243645318,-0.3362351236,-0.2832597572,-0.2451002458,0.1723487578,-0.3861177031,0.1721645892,-0.2618978486,-0.2059815125,-0.2047076215,0.02855699623,-0.4212855726,-0.08392948819,-0.09750112424,-0.4778706779,-0.3362351236,-0.03521278957,convergence
24,Female,2,Masha4,Masha4-Robot,23%,67%,beer,,,-0.04865720039,-0.313620538,0.009004866497,-0.313620538,0.3488351052,0.1672345878,0.4543467586,-0.1099385763,0.37978216,-0.2380413124,-0.1515787251,0.5057835498,-0.3809823964,-0.1810805861,-0.09176582968,0.2400430084,0.1649784049,0.2572413782,0.3488351052,0.3359643335,convergence
26,Male,2,Sarah11,Sarah-11 Furhat,9%,83%,beer,,,0.081982116,-0.03077140377,0.08137773106,-0.03077140377,0.3972757212,0.3668386858,0.5336967004,-0.1783930195,0.2098921693,-0.2455164148,-0.3020969471,-0.2154498291,-0.1863090118,-0.008029555743,-0.1062721198,-0.319116762,0.008080176533,0.3600491584,0.3972757212,-0.4401248927,convergence
24,Female,2,Sarah8,Sarah-8 Furhat,27%,67%,beer,,,-0.2394302475,0.1388257043,0.1226985689,0.1388257043,-0.1868455299,0.4981372315,0.1154300187,-0.1411131372,-0.2280280395,0.04187075245,-0.1368994162,0.2105718638,-0.2780715564,0.235697057,-0.2327869625,0.6064143441,0.06877501848,-0.05162647606,-0.1868455299,-0.1209764241,convergence
54,Male,1,Nash4,Nash4- Human,14%,50%,beer,,,0.3082032567,0.5103912982,0.4446828417,0.5103912982,0.2834656318,-0.0374275423,0.5034388197,-0.2136701508,0.0332487005,-0.09190884199,0.5304959237,-0.17657372,-0.02527800084,0.06880898656,0.0426373222,0.3631976898,-0.0004625445997,0.05585279935,0.2834656318,-0.5393804077,convergence
24,Female,1,Masha3,Masha3-Human,32%,100%,beer,,,0.2081503968,0.09627566695,0.2944395444,0.09627566695,0.2061673809,0.1420978629,0.3958529506,0.009118298015,0.1198537156,0.01119084916,0.3633310325,0.01313242726,0.3247590688,-0.2798523917,0.06288669719,-0.3084864616,0.2456153038,0.2964297639,0.2061673809,-0.2184060359,convergence
24,Female,1,sarah13,Sarah-13 Human,41%,67%,beer,,,0.195070287,-0.3710190019,-0.3933022289,-0.3710190019,0.0723456889,-0.05122435918,0.1307681342,0.01067118275,-0.1955235627,-0.05141895466,-0.2021848166,-0.1920170885,-0.06323116107,-0.2728102477,-0.05977809333,-0.02919902142,-0.3536911405,-0.1397364575,0.0723456889,-0.03591959637,convergence
52,Female,2,Masha9,Masha9-Robot,27%,100%,beer,,,0.6099497329,0.8162277779,0.6624060469,0.8162277779,-0.7669574404,-0.240037618,0.3795737775,0.7187190044,0.05679019027,0.7475642952,0.885842092,0.1643959371,0.3614377935,0.2470924987,0.3945727338,0.4287606177,0.6756603413,-0.4645621614,-0.7669574404,0.4690354219,convergence
24,Male,2,Masha13,Masha13-Robot,23%,83%,beer,,,0.5800562768,0.5388300506,0.4493432713,0.5388300506,-0.756171912,-0.3993452936,-0.5699113904,0.6122974281,-0.4090411609,0.5171211006,-0.129213738,0.4049566902,0.6231407874,-0.2340124394,0.4450635571,-0.826242552,0.8002462812,-0.8880202701,-0.756171912,0.6046059809,convergence
22,Female,2,Masha14,Masha14-Robot,36%,100%,beer,,,-0.234296311,-0.09118772219,0.09208664804,-0.09118772219,0.4736450161,0.2972621501,0.09243226771,0.4216855612,0.6848249504,0.3530401242,0.5132874,0.2779821228,0.4470659089,0.3404052153,0.5283741125,0.617888978,0.5374989499,0.2441687607,0.4736450161,-0.3320597265,convergence
29,Male,2,masha7,Masha7-Robot,18%,83%,beer,,,0.3480778426,0.1651278398,-0.01208893695,0.1651278398,0.06857728443,0.08904211541,0.4770962392,0.13383476,0.01499213766,-0.002792832188,0.4952268301,-0.09902297873,0.05910303363,0.2559167581,-0.3905652949,0.07783280345,0.2337511566,0.2204757647,0.06857728443,-0.1061342994,convergence
26,Female,1,sarah4,Sarah-4 Human,44%,83%,venomous,,,-0.4433954646,0.2659088102,0.1935153324,0.2659088102,-0.3561293296,-0.6110911361,-0.04029431636,-0.007182359386,-0.1916038495,-0.1369318037,0.4023164436,0.132565647,-0.6277728101,-0.3510418287,-0.2284277916,-0.03263418962,-0.0551138247,-0.1062666263,-0.3561293296,-0.3983120797,synchrony
23,Female,2,Nash- Dec 11 16:30- Robot- Female,Nash- Dec 11 16_30- Robot- Female,28%,50%,venomous,,,0.1977408638,-0.3360408366,-0.4153409555,-0.3360408366,-0.4125913228,-0.436939688,-0.6374065848,-0.3398965568,-0.4864883619,-0.3710167677,0.5530689184,0.2143487068,0.1472371488,-0.4043630514,0.06084923714,0.032247114,-0.2033853158,-0.3903301134,-0.4125913228,0.2399230774,synchrony
22,Male,2,Nash- Dec 11 17:30- Robot- Male,Nash- Dec 11 17_30- Robot- Male,41%,83%,venomous,,,0.04351867402,0.009708018079,0.4739654686,0.009708018079,-0.3546150162,-0.5422845662,-0.2138685998,0.1859161964,-0.3752154217,0.2872305939,0.08640623622,-0.1584927386,0.09051231296,-0.4149753174,0.1758861407,-0.6338461738,0.1646520053,-0.2699676765,-0.3546150162,-0.5211161676,synchrony
49,Female,1,Nash5,Nash5- Human,25%,50%,venomous,,,0.1008995551,-0.5421045598,-0.556761673,-0.5421045598,0.03281996053,-0.1354562981,0.2077420101,-0.03353877593,0.137902541,-0.2202893413,-0.07469884488,-0.09764586188,-0.465671482,0.3153471849,-0.3034957487,0.07944599491,-0.3772217692,-0.05964218001,0.03281996053,0.06694791857,synchrony
30,Male,2,Masha12,Masha12-Robot,31%,100%,venomous,,,-0.3575038203,0.7067581343,0.6508452951,0.7067581343,0.5894730743,0.6077762242,0.5812333748,0.748978364,0.7384513883,0.6453759253,-0.04138637729,-0.4136447036,-0.1802381244,-0.3624644854,-0.2153809448,-0.7540911624,-0.2696147706,0.6365969385,0.5894730743,0.2598043926,synchrony
25,Female,2,Sarah5,Sarah-5 Furhat,38%,100%,venomous,,,0.3140065162,-0.0569282226,0.0637221682,-0.0569282226,-0.4549276484,-0.4186222396,0.266985593,0.3521916579,-0.2341595411,0.1222559599,0.2210319161,-0.2674463819,-0.4024504539,-0.02275475328,-0.2926717331,-0.08324886499,0.3214217604,-0.2923477364,-0.4549276484,-0.3452908434,synchrony
23,Female,1,Masha11,Masha11-Human,44%,67%,venomous,,,0.5488254378,0.1892455256,0.1261991898,0.1892455256,-0.194919944,-0.1064552479,0.3747717114,0.2996894212,0.2028760113,0.2809385283,-0.2699603711,-0.1839012607,0.09556153595,-0.6702000749,-0.2019913153,-0.6140469361,-0.1311865347,-0.109764971,-0.194919944,-0.04932305532,synchrony
24,Female,1,Sarah9,Sarah-9 Human,19%,83%,venomous,,,0.2339690701,-0.1532257411,-0.3120162893,-0.1532257411,-0.1208017884,-0.477801894,-0.06716426338,0.1135466056,-0.3400687198,0.136750312,0.3247459402,0.05711527602,0.2151873059,0.3196991952,-0.1017705398,-0.2123112766,0.1581831425,-0.1503180308,-0.1208017884,0.2324861543,synchrony
30,Female,1,Nash9,Nash9- Human,50%,83%,venomous,,,-0.5278631192,-0.1482965747,-0.498882674,-0.1482965747,0.04994272321,-0.1674026212,0.1180716086,-0.1095317785,-0.09733749786,0.02610757432,0.04928576583,0.3996050322,-0.004848952296,0.1204397935,0.3070556239,0.1140987315,-0.2695504671,-0.06385197886,0.04994272321,-0.05102847827,synchrony
27,Female,2,Nash1,Nash1,28%,33%,venomous,,,-0.3935365016,-0.4818106749,-0.2503561975,-0.4818106749,-0.4005296015,-0.7091026691,-0.08363680276,-0.5482529971,-0.1042166389,-0.5639980994,0.1711958257,0.07033580999,-0.2570923852,-0.3767539859,-0.08234802089,0.4228412861,0.2433789706,-0.4846737593,-0.4005296015,0.4404877836,synchrony
22,Male,1,Nash3,Nash3,41%,100%,venomous,,,-0.551476305,0.4734072321,-0.0682873223,0.4734072321,0.1348239583,-0.2912033804,0.1743912502,0.2955279899,0.3072468118,0.3931706775,-0.1532145963,-0.3201972781,0.0938864025,-0.1036653267,-0.3187020709,-0.1056452967,-0.06176417789,0.4438030828,0.1348239583,-0.1204893156,synchrony
22,Male,1,Nash2,Nash2,31%,50%,venomous,,,-0.2801888857,-0.2691889034,-0.05753184761,-0.2691889034,-0.4145036287,-0.4036646741,-0.2974610004,-0.03771871656,-0.1777814854,-0.08285344341,0.3905860203,-0.0248778196,-0.4344815716,0.03989963058,-0.1284121583,-0.114039703,0.5023275728,-0.04511308932,-0.4145036287,-0.4262656718,synchrony
26,Male,1,Dekel-6,Dekel-6,22%,100%,venomous,,,0.1496416308,0.1034276278,0.3303323352,0.1034276278,0.004434077003,-0.3526507439,-0.05085229433,0.4969666287,-0.08402114322,0.3837409267,0.167965083,-0.1009710776,-0.1042541828,-0.2440078146,-0.1998144097,-0.2052124509,-0.2515867028,-0.1223585185,0.004434077003,-0.1657642019,synchrony
66,Male,1,Nash8,Nash8- Human,41%,67%,venomous,,,-0.1181669234,-0.05358396993,0.05323220034,-0.05358396993,-0.2363924756,-0.3847627587,-0.1593444852,-0.158180803,-0.06651793389,-0.1002834851,0.2289445311,-0.1917998597,-0.1659466272,0.138310385,0.1168807955,0.3029138675,-0.1746321406,-0.2925535562,-0.2363924756,0.03602519869,synchrony
35,Male,1,Nash6,Nash6- Human,19%,83%,venomous,,,-0.09655771303,-0.1117426207,-0.3115812765,-0.1117426207,-0.4156074355,-0.4882998354,-0.2825090431,-0.08852054478,-0.4013150163,-0.171127318,0.06245616737,-0.1941598812,0.07677701438,-0.3849313552,-0.3292381909,-0.07673163282,-0.206973493,-0.2752862696,-0.4156074355,-0.6435196848,synchrony
27,Male,2,dekel-5,Dekel-5,34%,50%,venomous,,,0.2535397831,-0.2443431601,0.2170490711,-0.2443431601,0.1748525959,0.1520309205,-0.001609903136,0.04142173369,0.2619625672,0.09345188983,0.1500144774,0.08037704488,0.1634912925,-0.2445928825,-0.0931095014,0.1569908918,-0.1718884444,0.2036441688,0.1748525959,0.00147274911,synchrony
24,Female,1,dekel-8,Dekel-8 Human,31%,100%,venomous,,,-0.06937742387,-0.1840865241,-0.08754525644,-0.1840865241,-0.467683893,-0.2205564883,-0.1611322716,-0.1627061396,-0.2802267272,-0.1135795681,0.01957881941,-0.3258422014,0.08998396882,-0.07873811387,-0.2225714137,-0.2489227709,-0.1874494913,-0.4245968533,-0.467683893,-0.3432849431,synchrony
25,Female,1,Nash10,Nash10- Human,16%,83%,venomous,,,0.02973989504,0.2924022506,0.2460276284,0.2924022506,0.2686322057,-0.2286611911,0.07749752439,0.09220271736,0.2034970671,0.1107831046,-0.3116592713,0.3907438507,-0.07384721001,0.07182064403,-0.2479619633,0.1935239938,-0.0608606801,-0.01084738798,0.2686322057,0.2540566248,synchrony
22,Female,2,Dekel-2 Furhat,Dekel-2 Furhat,38%,67%,venomous,,,0.1660222349,-0.1906059879,0.2088698959,-0.1906059879,0.2646480476,-0.3633232851,0.2810691576,0.2169346241,0.1176259989,0.01783136297,-0.2869196415,0.04017135213,-0.1228548099,-0.2077122385,-0.1584578962,0.2295418963,-0.3374228019,-0.154987831,0.2646480476,0.1969149386,synchrony
23,Female,2,Nash7,Nash7- Robot,31%,67%,venomous,,,-0.3191376775,0.05325762666,0.3821320235,0.05325762666,-0.3563192362,0.1135800129,-0.2164145809,0.01429860243,-0.3045142582,0.02924323579,0.2224555794,0.2347868282,-0.1404127976,0.1611339429,-0.05797233137,0.1509346914,-0.2071581041,-0.2639995731,-0.3563192362,0.1618923882,synchrony
26,Male,2,Dekel/3,Dekel-3 Furhat,19%,50%,venomous,,,-0.03780264437,-0.6478489698,-0.7270134584,-0.6478489698,-0.2069721086,0.1656432295,-0.4138064537,-0.3440659071,-0.4420076369,-0.3111353999,0.3466579922,0.3015959964,-0.5571678489,-0.4875841325,0.1702409122,-0.4938625413,0.2886001076,-0.3675358984,-0.2069721086,0.3719269977,synchrony
24,Male,1,Masha10,Masha10-Human,31%,83%,venomous,,,0.3160306286,0.1113579857,-0.08687120325,0.1113579857,0.1125703233,-0.05948818658,-0.0699004703,-0.1986515763,-0.03128584427,-0.2227028657,0.324325162,-0.1007489127,-0.01335786069,0.213802231,-0.2194456336,0.294529911,0.2229039984,-0.2769526344,0.1125703233,0.06333772859,synchrony
60,Male,2,Sarah-2,Sarah-2 Furhat,34%,83%,venomous,,,-0.04191271271,0.1462245116,-0.2927458282,0.1462245116,-0.1566992917,-0.4747358428,0.2857477598,-0.06226049168,-0.1235894151,0.2060155266,0.5901127732,0.2412950698,-0.0196388092,0.2203452783,0.4531512711,0.4249863346,0.678956765,0.2195210656,-0.1566992917,0.07382580745,synchrony
24,Female,1,Masha8,Masha8-Human,34%,67%,venomous,,,-0.1542696059,0.1691676401,0.4233437524,0.1691676401,0.1062625697,-0.2369890287,-0.2453210254,-0.1085796408,-0.2340154075,-0.1551835476,0.3913845473,-0.1764717317,0.001315499056,-0.4459606066,0.4085703118,-0.0002498420244,0.6693117217,0.2766469156,0.1062625697,-0.4036485572,synchrony
25,Male,2,Sarah7,Sarah-7 Human,34%,83%,venomous,,,0.1935562347,-0.08289473663,0.2005944919,-0.08289473663,-0.6388403946,-0.06322338913,-0.5914347608,0.1026535996,-0.6683526507,0.08527607709,-0.3878941435,-0.137516097,-0.05841059272,-0.607883426,-0.1591638834,-0.3041821059,-0.1918349431,-0.4692461877,-0.6388403946,-0.3118117339,synchrony
26,Male,1,Nash-Dec 10 12:30- Human- Male,Nash-Dec 10 12_30- Human- Male,25%,67%,venomous,,,0.1848249892,0.1795274951,0.2665215799,0.1795274951,0.4947150341,0.1090220474,-0.07024815878,0.1561002163,0.1587096808,0.2465094561,-0.07535515368,0.1386733954,0.4987889109,0.2624045,0.3675569461,0.06003106364,0.2141379156,0.4558080199,0.4947150341,0.007006063712,synchrony
23,Male,2,Masha5,Masha5-Robot,47%,100%,venomous,,,-0.1155999946,-0.1540448136,0.1254410347,-0.1540448136,0.1629697847,-0.3225292224,0.3281652267,0.107307918,0.3050506219,0.02176487922,0.1297654019,-0.4751799923,0.1544472134,0.1682624461,-0.1969607215,-0.1379703081,0.06905515897,0.5645324597,0.1629697847,-0.03267188128,synchrony
27,Female,2,Sarah - 507 Furhat,Sarah - 507 Furhat,44%,67%,venomous,,,-0.1258079587,0.3244178701,0.444125312,0.3244178701,0.1897021918,0.2037312274,0.01421933918,0.3719167941,0.1817167605,0.2881520643,-0.4813999034,-0.5984580786,0.03398782572,-0.03710482933,0.4196436585,0.2160358135,0.3548141726,0.4326382254,0.1897021918,-0.07927180523,synchrony
24,Female,1,Sarah6,Sarah-6 Human,31%,83%,venomous,,,-0.05340818628,-0.1810644947,0.06530710959,-0.1810644947,-0.2963352475,-0.3088536926,-0.4439252553,0.1756644951,-0.1013270462,0.1468371899,-0.006831502592,-0.2514239095,-0.3762110219,0.3228779671,-0.3917826002,0.4463240923,0.06343578731,-0.07795016739,-0.2963352475,-0.1464667992,synchrony
30,Male,1,Dekel-7,Dekel-7 Human,22%,100%,venomous,,,0.1628737875,0.1221424852,-0.2074763415,0.1221424852,0.4201106234,0.1151295697,0.5666082858,0.1233003075,0.6076826565,0.1778241822,0.009726746553,-0.143274005,-0.2910381017,-0.5357990907,-0.2545637457,-0.3562899783,-0.2239639313,0.4717973525,0.4201106234,-0.1302526487,synchrony
23,Male,2,Sarah12,Sarah-12 Furhat,31%,100%,venomous,,,0.26386788,-0.2767037607,-0.3059417036,-0.2767037607,-0.6199900168,0.1728277737,-0.5676657831,-0.255629061,-0.6116112355,-0.3113030512,0.06771371811,0.1798499982,0.2575247935,-0.09578474879,-0.0335704957,0.3316765247,-0.1114619692,-0.655699718,-0.6199900168,-0.11755683,synchrony
24,Male,2,sarah10,Sarah-10 Furhat,44%,100%,venomous,,,-0.1880098364,0.1744068945,-0.01271805306,0.1744068945,-0.05413545437,0.3730738308,-0.4257898739,-0.08760865942,-0.2693974231,-0.06544415934,-0.09103633597,-0.05899421977,0.1011440607,-0.09132103293,-0.2087789024,-0.1313265495,0.0517032556,-0.2797770847,-0.05413545437,0.3565861426,synchrony
23,Female,2,Masha2,Masha2-Robot,41%,83%,venomous,,,-0.06309781898,-0.04001935852,0.343043799,-0.04001935852,0.2875526922,0.2208624081,0.4764051297,0.05501411912,0.2982619381,0.02562390739,-0.1679649517,-0.0493386405,0.2929850573,-0.1072481199,-0.04323822724,-0.3556152692,-0.2770009081,0.3678284353,0.2875526922,0.2733423933,synchrony
24,Female,2,Masha4,Masha4-Robot,34%,67%,venomous,,,0.197844216,-0.001747529855,0.1310092379,-0.001747529855,-0.002438570477,-0.03720069624,-0.2962032513,-0.1207666716,0.1107494443,0.01753062482,-0.01994405172,-0.05922782804,-0.2335103449,-0.0174920594,-0.321214593,-0.1040520517,0.03981756388,0.2616546005,-0.002438570477,-0.102481867,synchrony
26,Male,2,Sarah11,Sarah-11 Furhat,41%,100%,venomous,,,0.3060850663,-0.2399328767,-0.1687142467,-0.2399328767,-0.04663352498,-0.04033652316,-0.3859298276,-0.4567875677,-0.1542793385,-0.3122974267,0.442612498,-0.09272673146,-0.08767658529,-0.1711189169,-0.1839622807,0.04942244107,-0.1198297557,0.1375649728,-0.04663352498,-0.4217435584,synchrony
24,Female,2,Sarah8,Sarah-8 Furhat,38%,100%,venomous,,,0.3096121856,0.2980998944,0.5066484987,0.2980998944,0.4652605452,0.4334592361,0.08734142527,0.7106946147,0.4679196837,0.4609342201,0.3832138919,-0.2514933351,0.5481905909,0.03269687496,-0.214969697,-0.2932104657,0.1881096671,0.5416747456,0.4652605452,-0.582921358,synchrony
54,Male,1,Nash4,Nash4- Human,41%,83%,venomous,,,-0.1859697813,-0.3756339601,-0.4549918947,-0.3756339601,-0.242646348,-0.4601047766,0.02862484714,-0.2413734159,-0.1961039581,-0.3437663668,-0.09207772852,-0.09948124103,-0.03967487185,-0.18144585,0.2122630638,-0.1025401774,0.1852031919,-0.3402637399,-0.242646348,0.09269499182,synchrony
24,Female,1,Masha3,Masha3-Human,41%,67%,venomous,,,0.1127846158,0.0390172148,-0.01248938749,0.0390172148,0.03268655265,0.2921349042,0.01828749006,0.03229128864,0.05021146298,-0.09815407956,0.1653606664,0.1087825972,0.0680362817,-0.08374802226,0.3686032522,-0.02499973162,0.08217419052,0.04975180582,0.03268655265,0.2110992997,synchrony
24,Female,1,sarah13,Sarah-13 Human,31%,67%,venomous,,,0.2856184332,-0.2406211464,-0.3380900591,-0.2406211464,0.09726831411,0.06070031247,-0.02723283284,-0.3137105456,0.06670232317,-0.3092778239,0.3283268244,-0.05516648901,-0.4317201264,0.4981180115,-0.3157527406,-0.1946719111,0.2703265733,0.4302384769,0.09726831411,0.1031055883,synchrony
52,Female,2,Masha9,Masha9-Robot,38%,67%,venomous,,,0.1223859373,-0.1765066413,0.09551655051,-0.1765066413,-0.2100313599,0.4745962617,-0.005864041545,0.0858163288,0.1999617165,-0.07217485264,0.3679391519,-0.6177557896,0.6159326074,0.5230950823,0.7416078619,0.4167830827,0.6737720514,0.3807980397,-0.2100313599,0.2461010206,synchrony
24,Male,2,Masha13,Masha13-Robot,28%,100%,venomous,,,-0.593099281,0.5948402909,0.6144737484,0.5948402909,-0.07505776982,0.5905732906,0.1156665163,0.3698013706,0.3216911843,0.6040811403,0.2630732325,0.6832717088,0.07949346496,-0.5367354578,0.4696078551,0.7456795627,-0.5715365518,0.1190577213,-0.07505776982,0.6554810975,synchrony
22,Female,2,Masha14,Masha14-Robot,50%,100%,venomous,,,0.4137242309,0.3990539893,0.1419601173,0.3990539893,0.4014911585,0.3552145734,0.6818058184,0.4640630252,0.6225096048,0.2542303533,0.3056593701,0.03688763483,0.02723205536,-0.08558005265,0.1988396914,-0.1566583864,0.2444812353,0.7015326952,0.4014911585,0.2677954454,synchrony
29,Male,2,masha7,Masha7-Robot,69%,100%,venomous,,,0.1843086483,-0.0698492864,-0.3939271948,-0.0698492864,0.3612712422,0.4316058207,0.129806648,-0.1614286775,-0.0651652513,-0.1139169474,-0.02767803452,-0.142744896,-0.6137279368,0.06720028235,-0.0850231151,-0.1099687029,-0.08784263161,0.3877908914,0.3612712422,0.08330084812,synchrony