Age,Gender,Condition,Experiment ID,feature,Proximity,Convergence,convergence_pvalue,p_corr(-15),p_corr(-15)_p_val,p_corr(-10),p_corr(-10)_p_val,p_corr(-5),p_corr(-5)_p_val,p_corr(0),p_corr(0)_p_val,p_corr(5),p_corr(5)_p_val,p_corr(10),p_corr(10)_p_val,p_corr(15),p_corr(15)_p_val
27,Female,2,Nash1,meanF0Hz,-0.5101632864,0.5691402354999999,7.519999999999999e-111,-0.23899988390000002,6.660000000000001e-18,-0.24404777239999997,1.09e-18,-0.2511260752,8.39e-20,-0.2633379583,9.19e-22,-0.270803762,6.96e-23,-0.26384544190000003,1.1e-21,-0.2556882989,2.4e-20
27,Female,2,Nash1,stdevF0Hz,-0.477339495,-0.1986037414,7.340000000000001e-13,0.19594535079999997,2.02e-12,0.18268617410000001,5.31e-11,0.16936603879999998,1.14e-09,0.163562381,3.91e-09,0.1684487902,1.4099999999999999e-09,0.1735286905,4.73e-10,0.1828734801,5.54e-11
27,Female,2,Nash1,HNR,-0.6248396905,-0.5260818125,4.329999999999999e-92,-0.6426778001,2.0199999999999996e-148,-0.6320010824,1.1199999999999998e-142,-0.6178158065,3.579999999999999e-135,-0.6104416784000001,1.1899999999999997e-131,-0.6105940625,3.159999999999999e-131,-0.6101518363,1.7599999999999996e-130,-0.6063664543999999,5.749999999999998e-128
27,Female,2,Nash1,localJitter,-0.4199023767,-0.18970439329999997,7.63e-12,0.052644815430000005,0.061123935899999995,0.07800672538,0.0053937043539999995,0.1052403985,0.00016582715560000002,0.1290651313,3.58e-06,0.1435877642,2.59e-07,0.15109102900000002,6.22e-08,0.16016077439999998,1e-08
27,Female,2,Nash1,localabsoluteJitter,-0.4410970611,0.11602185890000001,3.15e-05,0.1099765614,8.809999999999999e-05,0.1209662541,1.53e-05,0.1372658125,8.58e-07,0.1538574651,3.12e-08,0.1596211183,9.86e-09,0.1596704364,1.04e-08,0.16408125140000002,4.3e-09
27,Female,2,Nash1,rapJitter,-0.5389906432,-0.07089693786000001,0.011142626999999999,-0.18083125760000002,9.09e-11,-0.1676748666,1.8e-09,-0.1535568242,3.54e-08,-0.1446554993,2e-07,-0.14176761529999998,3.6799999999999996e-07,-0.140909529,4.56e-07,-0.13728462730000002,9.43e-07
27,Female,2,Nash1,ppq5Jitter,-0.535306857,-0.159742101,8.99e-09,-0.2662396083,5.52e-22,-0.2557798321,1.96e-20,-0.2453304614,6.05e-19,-0.24005633199999998,3.0099999999999998e-18,-0.2372668319,8.69e-18,-0.2359968838,1.52e-17,-0.2238915272,7.570000000000001e-16
27,Female,2,Nash1,ddpJitter,-0.5389906432,-0.07089693786000001,0.011142626999999999,-0.18083125760000002,9.09e-11,-0.1676748666,1.8e-09,-0.1535568242,3.54e-08,-0.1446554993,2e-07,-0.14176761529999998,3.6799999999999996e-07,-0.140909529,4.56e-07,-0.13728462730000002,9.43e-07
27,Female,2,Nash1,localShimmer,-0.6769933965,-0.06689232295,0.01664339855,-0.41808671799999997,9.879999999999999e-55,-0.4110034852,5.579999999999999e-53,-0.4061349353,7.43e-52,-0.4059751454,5.22e-52,-0.4075591099,3.0599999999999997e-52,-0.40903515170000004,1.9199999999999997e-52,-0.41134376840000003,7.1700000000000005e-53
27,Female,2,Nash1,localdbShimmer,-0.638613223,0.008629334962000001,0.7576583226000001,-0.37781198689999995,3.15e-44,-0.3750762842,9.87e-44,-0.3714996457,4.91e-43,-0.3724895677,1.95e-43,-0.37526709399999997,6.059999999999999e-44,-0.37614338189999996,5.45e-44,-0.3753387023,1.25e-43
27,Female,2,Nash1,apq3Shimmer,-0.5071373329,0.0682927648,0.014495706030000001,-0.3185509543,2.9899999999999995e-31,-0.3106305447,7.83e-30,-0.3055067785,5.689999999999999e-29,-0.3046063076,6.559999999999999e-29,-0.3059124488,4.77e-29,-0.3114846084,5.38e-30,-0.3179528246,3.9200000000000003e-31
27,Female,2,Nash1,apq5Shimmer,-0.499417005,-0.2310421453,5.5299999999999994e-17,-0.162695274,5.820000000000001e-09,-0.1470708854,1.3900000000000001e-07,-0.1355051154,1.19e-06,-0.126535476,5.55e-06,-0.1222181661,1.2e-05,-0.12147496099999999,1.4099999999999999e-05,-0.119805963,1.92e-05
27,Female,2,Nash1,apq11Shimmer,-0.5770724393,-0.06430780916,0.021347553459999998,-0.2947388651,8.6e-27,-0.2872518337,1.4400000000000003e-25,-0.2771467501,6.21e-24,-0.2731810102,2.33e-23,-0.2712089937,5.97e-23,-0.26549864149999997,6.01e-22,-0.25953821109999997,6.19e-21
27,Female,2,Nash1,ddaShimmer,-0.5071373329,0.0682927648,0.014495706030000001,-0.3185509543,2.9899999999999995e-31,-0.3106305447,7.83e-30,-0.3055067785,5.689999999999999e-29,-0.3046063076,6.559999999999999e-29,-0.3059124488,4.77e-29,-0.3114846084,5.38e-30,-0.3179528246,3.9200000000000003e-31
27,Female,2,Nash1,meanPitch,-0.4393990214,0.3159441712,4.36e-31,-0.07078129965,0.01176438152,-0.07206200392,0.01017271114,-0.07617772883,0.006480078824,-0.08325752619,0.002862365651,-0.08359056204,0.002805753823,-0.07908090677999999,0.004787941419,-0.07539141675,0.007282021030999999
27,Female,2,Nash1,maxPitch,-0.5160709435,-0.030547958080000003,0.2745995905,-0.2408036381,3.6999999999999996e-18,-0.2400681713,4.05e-18,-0.22751129620000002,1.92e-16,-0.19853404730000002,7.48e-13,-0.1722322738,5.92e-10,-0.150780889,6.62e-08,-0.1366376077,1.06e-06
27,Female,2,Nash1,minPitch,-0.4094281714,0.38833475549999996,2.28e-47,0.2487779877,2.5999999999999996e-19,0.22426718140000002,5.93e-16,0.2133495518,1.33e-14,0.21295615690000003,1.33e-14,0.20950947109999998,4.01e-14,0.2135613256,1.41e-14,0.2230460865,9.769999999999999e-16
27,Female,2,Nash1,meanIntensity,-0.40842467409999994,0.2081120028,5.32e-14,-0.0626947751,0.025699198569999998,-0.07470743584,0.007710176424,-0.09346375627999999,0.0008297376561000001,-0.123463344,9.36e-06,-0.16220659099999998,5.6399999999999995e-09,-0.1991099377,7.87e-13,-0.2277545718,2.33e-16
27,Female,2,Nash1,maxIntensity,-0.5810198308,0.5117816261,1.9499999999999997e-86,0.24161897300000001,2.83e-18,0.2264363474,3.06e-16,0.2095314191,3.99e-14,0.19266569149999999,3.54e-12,0.1712564252,7.41e-10,0.1498435901,8e-08,0.1268782286,5.95e-06
27,Female,2,Nash1,minIntensity,-0.3616894126,-0.5190358444,2.86e-89,0.5406559139,5.229999999999999e-97,0.5259755939,2.4299999999999997e-91,0.5108890638,9.199999999999997e-86,0.4957707786,2.0399999999999997e-80,0.4758769667,4.31e-73,0.4537879792,1.43e-65,0.43770784549999997,2.15e-60
22,Male,1,Nash3,meanF0Hz,-0.4945921661,-0.1233086808,1.4000000000000001e-05,0.07065181591,0.013613500039999999,0.07035886116000001,0.01381294345,0.07416753182000001,0.009294283620000001,0.0821313206,0.003888212236,0.08572337702999999,0.002632393832,0.08474531989,0.003005400651,0.08158246,0.00436897346
22,Male,1,Nash3,stdevF0Hz,-0.4275753474,0.12461142160000001,1.13e-05,-0.1485849169,1.87e-07,-0.09785697492999999,0.0006073091513,-0.04448942497,0.1190307377,-0.005240670891,0.854083478,0.026670755299999998,0.35019351810000005,0.04793134838,0.09370638626,0.06741578891,0.01857107736
22,Male,1,Nash3,HNR,-0.6984443722,0.2232936068,2.08e-15,-0.243130994,7.340000000000001e-18,-0.24335777460000002,5.8500000000000005e-18,-0.2423591853,6.9e-18,-0.2408286936,9.660000000000001e-18,-0.2423350478,6.95e-18,-0.2402753513,1.56e-17,-0.2358206082,7.24e-17
22,Male,1,Nash3,localJitter,-0.5077784672,0.09846628887,0.00053245985,-0.01653747031,0.5640480092,0.02712452847,0.343039969,0.0698969886,0.014250348349999999,0.1113874358,8.809999999999999e-05,0.153228255,6.73e-08,0.19309710649999998,9.56e-12,0.2275939996,8.699999999999999e-16
22,Male,1,Nash3,localabsoluteJitter,-0.427389213,-0.3071307026,2.29e-28,-0.14470959490000002,3.9e-07,-0.1033677851,0.0002918735092,-0.06157188632999999,0.030898053060000003,-0.02013047794,0.4798740629,0.021604802630000003,0.4492180718,0.06406442392000002,0.025003276499999998,0.10610082470000001,0.00020635854439999998
22,Male,1,Nash3,rapJitter,-0.5547050138,0.021571535830000002,0.4489945676,-0.07247321121,0.01137132943,-0.05028538143999999,0.07864803082,-0.03148343064,0.2700845157,-0.01326621806,0.6415244869,0.0060051108970000005,0.8334261775,0.02390816483,0.40331863549999997,0.043099009919999993,0.13260153689999998
22,Male,1,Nash3,ppq5Jitter,-0.5174031505,0.1328136161,2.85e-06,0.2550436789,1.49e-19,0.2715189036,3.97e-22,0.2864944001,1.2e-24,0.3035716932,1.0100000000000001e-27,0.31962502649999996,1.37e-30,0.3347632152,1.96e-33,0.3497001875,2.2e-36
22,Male,1,Nash3,ddpJitter,-0.5547050138,0.021571535830000002,0.4489945676,-0.07247321121,0.01137132943,-0.05028538143999999,0.07864803082,-0.03148343064,0.2700845157,-0.01326621806,0.6415244869,0.0060051108970000005,0.8334261775,0.02390816483,0.40331863549999997,0.043099009919999993,0.13260153689999998
22,Male,1,Nash3,localShimmer,-0.37675919939999997,0.05500706199,0.05338283937,0.48154959329999997,9.029999999999998e-72,0.49279253240000004,7.019999999999999e-76,0.493697964,1.6899999999999996e-76,0.49847945619999995,1.7199999999999997e-78,0.511937022,4.689999999999999e-83,0.5171648325,1.1399999999999997e-84,0.515182574,1.3599999999999997e-83
22,Male,1,Nash3,localdbShimmer,-0.3621800701,-0.1527531475,6.96e-08,0.4468884736,6.82e-61,0.4461261797,6.57e-61,0.4293606396,2.69e-56,0.4170486966,4.139999999999999e-53,0.4167289917,8.159999999999998e-53,0.4012501056,1.4799999999999997e-48,0.37690582850000004,1.9499999999999998e-42
22,Male,1,Nash3,apq3Shimmer,-0.5545085889,-0.2613981633,1.0000000000000001e-20,0.3662367654,5.41e-40,0.3576542929,3.04e-38,0.3428391554,3.1899999999999996e-35,0.329179077,1.42e-32,0.3173290003,3.7499999999999996e-30,0.30928713690000004,1.53e-28,0.3007030295,6.79e-27
22,Male,1,Nash3,apq5Shimmer,-0.5542623335,-0.4440452968,8.989999999999999e-61,-0.1595245623,2.15e-08,-0.1662329488,4.9e-09,-0.17233113170000003,1.2e-09,-0.17527947789999998,5.68e-10,-0.1740838877,8.069999999999999e-10,-0.169537755,2.39e-09,-0.1685765597,3.18e-09
22,Male,1,Nash3,apq11Shimmer,-0.7358445915999999,-0.5827128326,4.0699999999999995e-113,-0.5948631913,1.4699999999999996e-117,-0.6050536234,4.119999999999999e-123,-0.6151327178,7.799999999999998e-129,-0.6212619618999999,1.2299999999999997e-132,-0.6155449261,4.719999999999999e-129,-0.6101753054,9.839999999999997e-126,-0.6068033525,1.6699999999999994e-123
22,Male,1,Nash3,ddaShimmer,-0.5545085889,-0.2613981633,1.0000000000000001e-20,0.3662367654,5.41e-40,0.3576542929,3.04e-38,0.3428391554,3.1899999999999996e-35,0.329179077,1.42e-32,0.3173290003,3.7499999999999996e-30,0.30928713690000004,1.53e-28,0.3007030295,6.79e-27
22,Male,1,Nash3,meanPitch,-0.7748848579000001,-0.002888153015,0.9192699258,-0.1542337056,6.24e-08,-0.1460114239,2.89e-07,-0.1393953711,9.31e-07,-0.1353764123,1.82e-06,-0.134144243,2.37e-06,-0.1351497527,2.08e-06,-0.13615706619999998,1.83e-06
22,Male,1,Nash3,maxPitch,-0.5045360556,-0.06151017649,0.03072575419,-0.22288172120000002,3.4600000000000002e-15,-0.212627475,5.59e-14,-0.19435137219999998,6.33e-12,-0.1768134045,4e-10,-0.1606827483,1.48e-08,-0.141854427,6.26e-07,-0.12606478570000001,1.01e-05
22,Male,1,Nash3,minPitch,-0.5407887359,-0.0013807056330000002,0.9613554114,0.02411005122,0.4003247781,0.02437074853,0.394278841,0.02931663521,0.3044529465,0.0334928684,0.2397202859,0.04971913174,0.08145380124,0.06497634743,0.023006680959999998,0.07997728179,0.005206804486
22,Male,1,Nash3,meanIntensity,-0.5813227044,0.21778907239999998,1.03e-14,-0.1463419453,2.87e-07,-0.1421097031,5.970000000000001e-07,-0.13319858269999998,2.79e-06,-0.1267598547,7.96e-06,-0.127383074,7.49e-06,-0.128391419,6.61e-06,-0.1301808234,5.12e-06
22,Male,1,Nash3,maxIntensity,-0.7263469331,0.054850584210000004,0.054066015220000006,-0.1122861583,8.540000000000002e-05,-0.08277888442,0.0037543786299999997,-0.051838089500000004,0.06926840027,-0.02090364014,0.4631644695,0.012645764240000001,0.6578450311,0.04538740591,0.11248859539999999,0.07780744433999999,0.006569425403
22,Male,1,Nash3,minIntensity,-0.4219523834,0.01099764932,0.6995342379999999,0.208530579,1.92e-13,0.20876148879999998,1.6100000000000002e-13,0.2032735711,6.279999999999999e-13,0.1970918927,2.8499999999999998e-12,0.18760825420000002,3.3700000000000004e-11,0.1753668291,6.53e-10,0.1615549538,1.4099999999999999e-08
22,Male,1,Nash2,meanF0Hz,-0.6507201669,0.5561168226,3.2799999999999995e-112,-0.33372621760000004,1.1699999999999999e-36,-0.3184839727,1.75e-33,-0.304609189,9.64e-31,-0.28498765379999996,4.740000000000001e-27,-0.2659171071,1.4700000000000002e-23,-0.24416194,6.17e-20,-0.2205037938,2.09e-16
22,Male,1,Nash2,stdevF0Hz,-0.4955585929,-0.312511928,1.83e-32,-0.08646023254,0.001432539038,-0.08293029419,0.002191056207,-0.07240963274000001,0.007400445942000001,-0.06944682256,0.01007895428,-0.07410586447,0.006121958941,-0.07288250906,0.007126825854,-0.07019886911,0.009688359740000001
22,Male,1,Nash2,HNR,-0.6577978294,0.034483821580000004,0.2017738599,-0.35787034689999997,2.86e-42,-0.32982420809999996,6.349999999999999e-36,-0.2980283821,1.9300000000000002e-29,-0.2659711301,1.1999999999999998e-23,-0.2403456454,2.0500000000000002e-19,-0.2130665218,1.9e-15,-0.1876398464,3.22e-12
22,Male,1,Nash2,localJitter,-0.5809240572,-0.10322145699999999,0.0001280776054,-0.03787675136,0.1631670652,-0.0009956804727000001,0.9707145277,0.03474561944,0.19919060859999999,0.06806337466,0.01167794767,0.09945128823999999,0.0002307058357,0.1317338827,1.07e-06,0.1639940861,1.23e-09
22,Male,1,Nash2,localabsoluteJitter,-0.5788607942,0.2661749463,1.1000000000000001e-23,-0.1205534699,8.47e-06,-0.09873798414999999,0.000262721983,-0.07806681807,0.003875401081,-0.058396032689999995,0.030549357830000002,-0.042506999969999994,0.1162100507,-0.02708375014,0.31789208,-0.01324408186,0.6259391907999999
22,Male,1,Nash2,rapJitter,-0.7377132818000001,-0.0379920086,0.1595849598,-0.4061491988,4.82e-55,-0.4011200987,8.399999999999999e-54,-0.39707305229999995,7.5200000000000005e-53,-0.3946146985,2.39e-52,-0.39278359700000004,1.18e-51,-0.3909386742,5.76e-51,-0.38710160439999997,9.559999999999999e-50
22,Male,1,Nash2,ppq5Jitter,-0.5548896082,-0.08551304575999999,0.001522454033,0.0036969372220000004,0.8917732017000001,0.04756236071,0.07931339739,0.09031313448999999,0.0008290094049999999,0.1306202027,1.21e-06,0.1685510144,3.59e-10,0.2070158093,1.19e-14,0.2453750637,4.68e-20
22,Male,1,Nash2,ddpJitter,-0.7377132818000001,-0.0379920086,0.1595849598,-0.4061491988,4.82e-55,-0.4011200987,8.399999999999999e-54,-0.39707305229999995,7.5200000000000005e-53,-0.3946146985,2.39e-52,-0.39278359700000004,1.18e-51,-0.3909386742,5.76e-51,-0.38710160439999997,9.559999999999999e-50
22,Male,1,Nash2,localShimmer,-0.6983637529000001,0.22724580879999998,1.58e-17,-0.03519670043,0.19505665940000003,-0.028432797450000002,0.2943765227,-0.02322172688,0.3909441993,-0.02083259202,0.4406889422,-0.0186935118,0.4898278873,-0.01611932844,0.5522574395000001,-0.0111172596,0.68241705
22,Male,1,Nash2,localdbShimmer,-0.6690655501,0.3844901707,1.4300000000000002e-49,0.04385917856,0.1063215491,0.0562254454,0.03800950707,0.06691212047,0.01334416187,0.0742945812,0.005901454820000001,0.08261981226,0.002234653911,0.09331467294,0.000564401753,0.1075699877,7.170000000000001e-05
22,Male,1,Nash2,apq3Shimmer,-0.7686731708,0.2703560296,2.08e-24,-0.2120077769,2.96e-15,-0.1929029821,6.96e-13,-0.17397449480000002,9.42e-11,-0.158175065,3.85e-09,-0.14064964300000002,1.78e-07,-0.12335781550000001,4.98e-06,-0.1050020453,0.0001065534128
22,Male,1,Nash2,apq5Shimmer,-0.6256105039000001,0.4182129289,3.2899999999999995e-59,0.015091420009999999,0.5785874377,0.04055208864,0.1346986,0.06377840669,0.01835782367,0.07894919407999999,0.003431059662,0.09339868402999998,0.0005449546522,0.1081165855,6.38e-05,0.1226851693,5.83e-06
22,Male,1,Nash2,apq11Shimmer,-0.5174612099,0.3677943835,3.37e-45,-0.2626263964,7.659999999999999e-23,-0.2478358857,1.64e-20,-0.2300716921,7.03e-18,-0.22026974010000003,1.5400000000000001e-16,-0.2035969841,2.95e-14,-0.1810156425,1.7e-11,-0.15335389630000001,1.37e-08
22,Male,1,Nash2,ddaShimmer,-0.7686731708,0.2703560296,2.08e-24,-0.2120077769,2.96e-15,-0.1929029821,6.96e-13,-0.17397449480000002,9.42e-11,-0.158175065,3.85e-09,-0.14064964300000002,1.78e-07,-0.12335781550000001,4.98e-06,-0.1050020453,0.0001065534128
22,Male,1,Nash2,meanPitch,-0.6532792813,0.33511460719999997,2.3299999999999997e-37,0.02574438483,0.3433120464,0.04508800208000001,0.09625167254000001,0.06089051408,0.024364490469999996,0.07706080806,0.004289904418,0.09361946721000002,0.0005285840573999999,0.11276405949999999,3.0299999999999998e-05,0.1329890682,8.82e-07
22,Male,1,Nash2,maxPitch,-0.40602990310000003,-0.239647185,2.2600000000000004e-19,0.1036211844,0.00013134472670000002,0.10734730960000001,7.2e-05,0.1153641399,1.91e-05,0.1171564601,1.36e-05,0.106170333,8.39e-05,0.09991465981,0.00022141642930000003,0.08095053728,0.002843540341
22,Male,1,Nash2,minPitch,-0.3270364516,-0.3621552729,8.859999999999998e-44,0.21430562620000002,1.46e-15,0.2266234968,2.53e-17,0.2484590016,1.1200000000000002e-20,0.27372773629999997,5.28e-25,0.30179638420000005,3.51e-30,0.3224643289,2.51e-34,0.335849681,3.92e-37
22,Male,1,Nash2,meanIntensity,-0.3958501612,0.3259176015,2.57e-35,0.2526898883,3.27e-21,0.23947461679999998,3.23e-19,0.2230433753,7.16e-17,0.19431655550000002,3.86e-13,0.1365415006,4.03e-07,0.08278008257,0.002232168377,0.03159127886,0.2448453425
22,Male,1,Nash2,maxIntensity,-0.4551246029,0.010775709209999998,0.6900511635,0.3965879249,2.4300000000000002e-52,0.3982439537,5.44e-53,0.3966777425,9.71e-53,0.3917860432,1.4599999999999998e-51,0.39271959759999997,1.2299999999999999e-51,0.3967917647,1.3899999999999997e-52,0.397106229,1.74e-52
22,Male,1,Nash2,minIntensity,-0.4511332226,0.3885733329,1.12e-50,0.01845377502,0.4969972313,-0.0005198467119,0.9847075023999999,-0.02315080411,0.392393153,-0.05093474282,0.05927420444,-0.08709142925,0.00126763281,-0.1170258778,1.49e-05,-0.1487666507,3.67e-08
